도형번호,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,설치일자,등기구모형,광원종류,대장초기화여부,비고,도로구간번호,
263,AI010,2.12E+11,41590253,376160523C,MNG244,2012-06-01,LSH007,LCD004,1,봉담읍 수영리 교차로 개선사업 GIS DB구축,21160523021,
264,AI010,2.12E+11,41590253,376160523A,MNG244,2012-06-01,LSH999,LCD004,1,봉담읍 수영리 교차로 개선사업 GIS DB구축,21160523015,
265,AI010,401611,41590585,377130264B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
266,AI010,401612,41590585,377130264B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
267,AI010,401613,41590585,377130264B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
268,AI010,300074,41590320,376160325D,MNG244,1900-01-01,LSH007,LCD002,1, ,2800113028,
269,AI010,100665,41590570,376160588C,MNG244,2003-01-01,LSH002,LCD002,1, ,1332221008,
270,AI010,100159,41590410,376161061A,MNG244,1900-01-01,LSH007,LCD002,1, ,2006711031,
271,AI010,300038,41590310,376160403A,MNG244,1900-01-01,LSH002,LCD002,1, ,2800731001,
272,AI010,401954,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806819001,
273,AI010,401936,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806819001,
274,AI010,401888,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806719001,
275,AI010,401887,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806719001,
276,AI010,401737,41590585,377130284B,MNG244,2006-04-01,LSH010,LCD999,1, ,2708519001,
277,AI010,500715,41590530,377130197C,MNG244,1900-01-01,LSH007,LCD002,1,30607002,9016531007,
278,AI010,500230,41590520,377130148B,MNG244,1900-01-01,LSH007,LCD002,1,30159003,9008231005,
279,AI010,401462,41590587,377130273B,MNG244,2006-04-01,LSH022,LCD999,1, ,2800719001,
280,AI010,401461,41590587,377130273B,MNG244,2006-04-01,LSH022,LCD999,1, ,2800719001,
281,AI010,200147,41590259,376161442C,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812002,
282,AI010,401616,41590585,377130265A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705819004,
283,AI010,401274,41590585,377130292B,MNG244,2006-04-01,LSH022,LCD999,1, ,2705119001,
284,AI010,1.22E+13,41590256,376162140D,MNG244,2017-09-10,LSH002,LCD004,1,시도79호선 도로확포장공사 GIS DB 구축용역,1.22E+13,
285,AI010,4.22E+13,41590570,377130611A,MNG244,2017-12-30,LSH023,LCD005,1,화산도시계획도로 소로1-23호선 개설공사 GIS DB 구축용역,4.22E+13,
286,AI010,4.22E+13,41590570,377130611A,MNG244,2017-12-30,LSH023,LCD005,1,화산도시계획도로 소로1-23호선 개설공사 GIS DB 구축용역,4.22E+13,
287,AI010,4.22E+13,41590570,377130611A,MNG244,2017-12-30,LSH023,LCD005,1,화산도시계획도로 소로1-23호선 개설공사 GIS DB 구축용역,4.22E+13,
288,AI010,401065,41590586,377130714C,MNG244,2006-04-01,LSH022,LCD999,1, ,2805819005,
289,AI010,401364,41590585,377130283A,MNG244,2006-04-01,LSH022,LCD999,1, ,2803319003,
290,AI010,2.12E+11,41590259,376161942C,MNG244,2014-12-15,LSH999,LCD004,1,발안도시계획도로(소로1-32호선)개설공사 GIS DB구축 사업,21112150002,
291,AI010,200016,41590360,376160859A,MNG244,1900-01-01,LSH007,LCD002,1, ,2007812059,
292,AI010,500060,41590410,377131126A,MNG244,1900-01-01,LSH007,LCD002,1,31126002,9001231102,
293,AI010,401618,41590585,377130265A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705919001,
294,AI010,401619,41590585,377130265A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705919001,
295,AI010,500559,41590520,377130178D,MNG244,1900-01-01,LSH000,LCD002,1,30189039,2703531001,
296,AI010,401071,41590586,377130714C,MNG244,2006-04-01,LSH022,LCD999,1, ,2805619001,
297,AI010,401809,41590585,377130274C,MNG244,2006-04-01,LSH022,LCD999,1, ,2703819001,
298,AI010,401810,41590585,377130274C,MNG244,2006-04-01,LSH022,LCD999,1, ,2703819001,
299,AI010,500237,41590520,377130160A,MNG244,1900-01-01,LSH007,LCD002,1,30160005,9007531301,
300,AI010,500753,41590520,377130100C,MNG244,1900-01-01,LSH007,LCD002,1,30610001,9015631007,
301,AI010,100609,41590570,376160598C,MNG244,1900-01-01,LSH007,LCD002,1, ,9007811005,
302,AI010,100855,41590253,376160576A,MNG244,1900-01-01,LSH000,LCD002,1, ,2711321001,
303,AI010,500069,41590410,377131115C,MNG244,1900-01-01,LSH007,LCD002,1,31125001,1331431134,
304,AI010,100250,41590253,376160479B,MNG244,1900-01-01,LSH002,LCD002,1, ,1104311076,
305,AI010,500532,41590520,377130179C,MNG244,1900-01-01,LSH000,LCD002,1,30189012,2803731001,
306,AI010,200228,41590400,376161929A,MNG244,1900-01-01,LSH002,LCD002,1,가오스(신),1104312011,
307,AI010,99920150200,41590330,376151018D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150650,
308,AI010,99920150147,41590310,376160410B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150550,
309,AI010,99920150193,41590350,376151072B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150664,
310,AI010,99920150194,41590350,376151062D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150664,
311,AI010,99920150207,41590340,376150584D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150610,
312,AI010,99920150208,41590340,376150584B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150610,
313,AI010,401522,41590587,377130291D,MNG244,2006-04-01,LSH022,LCD999,1, ,2801619001,
314,AI010,401518,41590587,377130291D,MNG244,2006-04-01,LSH022,LCD999,1, ,2801619001,
315,AI010,8.89E+11,41590259,376161462D,MNG244,2016-01-01,LSH030,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614621699,
316,AI010,100221,41590310,376160429B,MNG244,1900-01-01,LSH000,LCD002,1, ,3110121006,
317,AI010,5.11E+11,41590600,377130739C,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739020,
318,AI010,5.11E+11,41590600,377130738D,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738006,
319,AI010,401429,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2705519001,
320,AI010,401608,41590585,377130255D,MNG244,2006-04-01,LSH021,LCD003,1, ,2705719003,
321,AI010,401609,41590585,377130255D,MNG244,2006-04-01,LSH021,LCD003,1, ,2705719003,
322,AI010,401854,41590585,377130256C,MNG244,2006-04-01,LSH021,LCD003,1, ,2807419001,
323,AI010,8.89E+11,41590259,376161463C,MNG244,2016-01-01,LSH999,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614631703,
324,AI010,5.11E+11,41590600,377130739A,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739034,
325,AI010,401627,41590585,377130265B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
326,AI010,500393,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179063,2801031005,
327,AI010,300137,41590340,376150577B,MNG244,2005-01-01,LSH007,LCD002,1, ,2800113037,
328,AI010,401912,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804419001,
329,AI010,401133,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809019005,
330,AI010,100683,41590560,376160556B,MNG244,1900-01-01,LSH007,LCD002,1, ,9008421005,
331,AI010,100062,41590253,376160918B,MNG244,1900-01-01,LSH010,LCD002,1, ,1104311054,
332,AI010,100517,41590253,376161007A,MNG244,2001-01-01,LSH002,LCD002,1, ,2006411002,
333,AI010,401540,41590587,377130291A,MNG244,2006-04-01,LSH022,LCD999,1, ,2801219001,
334,AI010,500433,41590570,377130183A,MNG244,1900-01-01,LSH007,LCD002,1,30183002,9010731001,
335,AI010,401135,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809019003,
336,AI010,401020,41590586,377130716B,MNG244,2006-04-01,LSH010,LCD999,1, ,2709419002,
337,AI010,100551,41590410,376161517A,MNG244,1996-01-01,LSH007,LCD002,1, ,3330311006,
338,AI010,100566,41590410,376161529A,MNG244,1900-01-01,LSH007,LCD002,1, ,9005811015,
339,AI010,500042,41590410,377131126C,MNG244,1900-01-01,LSH007,LCD002,1,31136010,9001331103,
340,AI010,100640,41590410,376161087A,MNG244,1996-01-01,LSH999,LCD002,1,원형투구형,1331511010,
341,AI010,500462,41590570,377130185A,MNG244,1900-01-01,LSH007,LCD002,1,30185007,3110531005,
342,AI010,100832,41590253,376160586D,MNG244,1900-01-01,LSH007,LCD002,1, ,9002621007,
343,AI010,500184,41590520,377130147B,MNG244,1900-01-01,LSH002,LCD002,1,30148007,9008831004,
344,AI010,500199,41590520,377130146C,MNG244,1900-01-01,LSH002,LCD002,1,30156002,9008831001,
345,AI010,500703,41590570,377130601A,MNG244,1900-01-01,LSH007,LCD002,1,30601003,2709531002,
346,AI010,100636,41590410,376161077B,MNG244,1996-01-01,LSH010,LCD002,1, ,1331511013,
347,AI010,500425,41590570,377130171D,MNG244,1900-01-01,LSH007,LCD002,1,30182017,3330231001,
348,AI010,500298,41590520,377130178B,MNG244,1900-01-01,LSH000,LCD002,1,30178013,2802031001,
349,AI010,200180,41590400,376161567B,MNG244,1900-01-01,LSH002,LCD002,1, ,2005712022,
350,AI010,1.22E+13,41590350,376150875B,MNG244,2015-06-01,LSH002,LCD004,1,서신 도시계획도로(소로1-7호선)개설공사 GIS DB 구축용역,1.22E+13,
351,AI010,1.22E+13,41590350,376150875B,MNG244,2015-06-01,LSH018,LCD004,1,서신 도시계획도로(소로1-7호선)개설공사 GIS DB 구축용역,1.22E+13,
352,AI010,300029,41590310,376122495D,MNG244,1900-01-01,LSH002,LCD002,1, ,1208413019,
353,AI010,401688,41590585,377130256A,MNG244,2006-04-01,LSH022,LCD999,1, ,2810119001,
354,AI010,401319,41590587,377130273A,MNG244,2006-04-01,LSH022,LCD999,1, ,2800619001,
355,AI010,401357,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2803819001,
356,AI010,500418,41590570,377130172C,MNG244,1900-01-01,LSH002,LCD002,1,30182009,2400731002,
357,AI010,500094,41590410,377130684B,MNG244,1900-01-01,LSH007,LCD002,1,30685001,3220331105,
358,AI010,401033,41590586,377130725B,MNG244,2006-04-01,LSH022,LCD999,1, ,2809819001,
359,AI010,100873,41590560,376160557A,MNG244,2001-01-01,LSH002,LCD002,1, ,2007021028,
360,AI010,401958,41590259,376161431D,MNG244,2004-07-31,LHS017,LCD002,1, ,2806891003,
361,AI010,300124,41590340,376150578A,MNG244,1900-01-01,LSH002,LCD002,1, ,2800313013,
362,AI010,5.11E+11,41590600,377130739C,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739019,
363,AI010,5.11E+11,41590600,377130739C,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739019,
364,AI010,5.11E+11,41590600,377130739C,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739013,
365,AI010,5.11E+11,41590600,377130739C,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739013,
366,AI010,500387,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179057,2801331001,
367,AI010,100723,41590560,376160559B,MNG244,1900-01-01,LSH007,LCD002,1, ,3220621019,
368,AI010,200181,41590400,376161567D,MNG244,1900-01-01,LSH002,LCD002,1, ,2005712023,
369,AI010,200260,41590400,376161939D,MNG244,1900-01-01,LSH007,LCD002,1, ,1104312002,
370,AI010,100718,41590560,376160549D,MNG244,1900-01-01,LSH000,LCD002,1, ,3220621022,
371,AI010,401056,41590586,377130714D,MNG244,2006-04-01,LSH022,LCD999,1, ,2805619001,
372,AI010,500811,41590253,376160470B,MNG244,1900-01-01,LSH002,LCD002,1, ,2006431024,
373,AI010,500170,41590520,377130146A,MNG244,1900-01-01,LSH002,LCD002,1,30146001,3220131002,
374,AI010,810040,41590262,376160283B,MNG244,1900-01-01,LSH007,LCD002,1, ,1107733327,
375,AI010,300040,41590310,376160403A,MNG244,1900-01-01,LSH002,LCD002,1, ,1331313003,
376,AI010,100779,41590570,376160587A,MNG244,1900-01-01,LSH002,LCD002,1, ,9003921006,
377,AI010,500203,41590520,377130146D,MNG244,1900-01-01,LSH002,LCD002,1,30157009,9008831002,
378,AI010,100171,41590410,376161004D,MNG244,1900-01-01,LSH007,LCD002,1, ,9007111004,
379,AI010,401702,41590585,377130256A,MNG244,2006-04-01,LSH022,LCD999,1, ,2810319001,
380,AI010,401700,41590585,377130256A,MNG244,2006-04-01,LSH022,LCD999,1, ,2810319001,
381,AI010,1.00E+12,41590256,376161725B,MNG244,2010-01-01,LSH000,LCD002,1, ,99617250008,
382,AI010,500395,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179065,2701131004,
383,AI010,2.12E+11,41590259,376161942B,MNG244,2014-12-15,LSH999,LCD004,1,발안도시계획도로(소로1-32호선)개설공사 GIS DB구축 사업,21112150002,
384,AI010,2.12E+11,41590259,376161942B,MNG244,2014-12-15,LSH999,LCD004,1,발안도시계획도로(소로1-32호선)개설공사 GIS DB구축 사업,21112150002,
385,AI010,2.12E+11,41590259,376161941D,MNG244,2014-12-15,LSH999,LCD004,1,발안도시계획도로(소로1-32호선)개설공사 GIS DB구축 사업,21112150002,
386,AI010,401905,41590585,377130293A,MNG244,2006-04-01,LSH022,LCD999,1, ,2705119001,
387,AI010,401271,41590585,377130293A,MNG244,2006-04-01,LSH022,LCD999,1, ,2705119001,
388,AI010,401272,41590585,377130293A,MNG244,2006-04-01,LSH022,LCD999,1, ,2705119001,
389,AI010,100787,41590570,376160577C,MNG244,1900-01-01,LSH007,LCD002,1, ,9003921004,
390,AI010,500588,41590570,377130184D,MNG244,1900-01-01,LSH002,LCD002,1,30194010,9011231004,
391,AI010,200072,41590259,376161433A,MNG244,1900-01-01,LSH002,LCD002,1, ,2700112009,
392,AI010,500044,41590410,377131125D,MNG244,1900-01-01,LSH007,LCD002,1,31136008,9001431104,
393,AI010,99920150105,41590256,376161199C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150512,
394,AI010,810025,41590262,376160274B,MNG244,1900-01-01,LSH019,LCD002,1, ,1107733339,
395,AI010,810026,41590262,376160274C,MNG244,1900-01-01,LSH007,LCD002,1, ,2900633309,
396,AI010,810105,41590256,376161734A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800333020,
397,AI010,99920150088,41590370,376161394D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150705,
398,AI010,401477,41590587,377130262D,MNG244,2006-04-01,LSH022,LCD999,1, ,2700519003,
399,AI010,401625,41590585,377130265A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
400,AI010,401781,41590585,377130283B,MNG244,2006-04-01,LSH010,LCD999,1, ,2702119005,
401,AI010,200092,41590259,376161432C,MNG244,1900-01-01,LSH007,LCD002,1, ,2802512001,
402,AI010,401904,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806819001,
403,AI010,810007,41590262,376160283B,MNG244,1900-01-01,LSH018,LCD002,1, ,2800233282,
404,AI010,100114,41590253,376160978B,MNG244,1900-01-01,LSH007,LCD002,1, ,9003511004,
405,AI010,500798,41590520,377130100D,MNG244,1900-01-01,LSH007,LCD002,1,30701002,9015731005,
406,AI010,401603,41590585,377130254D,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
407,AI010,100351,41590253,376160521D,MNG244,1900-01-01,LSH000,LCD002,1, ,3220321004,
408,AI010,401190,41590586,377130706A,MNG244,2006-04-01,LSH022,LCD999,1, ,2808119003,
409,AI010,401687,41590585,377130256A,MNG244,2006-04-01,LSH022,LCD999,1, ,2810119001,
410,AI010,100492,41590253,376160597B,MNG244,2003-01-01,LSH000,LCD002,1, ,1332221004,
411,AI010,401344,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2803619001,
412,AI010,401749,41590585,377130284A,MNG244,2006-04-01,LSH022,LCD999,1, ,2704319001,
413,AI010,2.12E+11,41590259,376161423C,MNG244,2014-06-01,LSH002,LCD004,1,발안도시계획도로(2-1호선) 지하매설물 GIS DB 구축 용역,21161423014,
414,AI010,2.12E+11,41590259,376161423C,MNG244,2014-06-01,LSH002,LCD004,1,발안도시계획도로(2-1호선) 지하매설물 GIS DB 구축 용역,21161423014,
415,AI010,401862,41590586,377130726C,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
416,AI010,401861,41590586,377130726C,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
417,AI010,401860,41590586,377130726C,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
418,AI010,401859,41590586,377130726C,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
419,AI010,401865,41590586,377130726A,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
420,AI010,401864,41590586,377130726A,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
421,AI010,401863,41590586,377130726A,MNG244,2006-04-01,LSH010,LCD999,1, ,2905519001,
422,AI010,500079,41590410,377131103A,MNG244,1900-01-01,LSH007,LCD002,1,31113001,3220631102,
423,AI010,99920150168,41590262,376160705D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150597,
424,AI010,100330,41590253,376160551C,MNG244,1900-01-01,LSH000,LCD002,1, ,9005121003,
425,AI010,300108,41590340,376150568C,MNG244,1992-01-01,LSH007,LCD002,1, ,2801213004,
426,AI010,100428,41590253,376160566A,MNG244,1900-01-01,LSH000,LCD002,1,2EA,1208421031,
427,AI010,401397,41590587,377130261D,MNG244,2006-04-01,LSH022,LCD999,1, ,2700619003,
428,AI010,401392,41590587,377130271B,MNG244,2006-04-01,LSH022,LCD999,1, ,2700619003,
429,AI010,401757,41590585,377130284A,MNG244,2006-04-01,LSH022,LCD999,1, ,2703419007,
430,AI010,100379,41590253,376160522D,MNG244,1900-01-01,LSH002,LCD002,1, ,9006321001,
431,AI010,401706,41590585,377130255C,MNG244,2006-04-01,LSH999,LCD999,1, ,2705619001,
432,AI010,100277,41590253,376160541D,MNG244,1900-01-01,LSH002,LCD002,1, ,1104321009,
433,AI010,500453,41590570,377130183B,MNG244,1900-01-01,LSH002,LCD002,1,30184002,1333831007,
434,AI010,100387,41590560,376160545B,MNG244,1900-01-01,LSH000,LCD002,1,확산형,9008021002,
435,AI010,99920150181,41590262,376160257D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150570,
436,AI010,100803,41590570,376160587A,MNG244,1900-01-01,LSH002,LCD002,1, ,9002721004,
437,AI010,200058,41590259,376161421D,MNG244,1900-01-01,LSH002,LCD002,1, ,2400112004,
438,AI010,2.12E+11,41590259,376161942D,MNG244,2014-12-15,LSH999,LCD004,1,발안도시계획도로(소로1-32호선)개설공사 GIS DB구축 사업,21112150002,
439,AI010,5.11E+11,41590600,377130738D,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130738004,
440,AI010,402030,41590540,377130170C,MNG244,2006-06-20,LSH999,LCD002,1, ,2900544320,
441,AI010,401798,41590585,377130274C,MNG244,2006-04-01,LSH010,LCD999,1, ,2702219001,
442,AI010,99920150156,41590262,376160831C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150685,
443,AI010,200150,41590259,376161548C,MNG244,1900-01-01,LSH002,LCD002,1, ,1208212034,
444,AI010,500081,41590410,377130693C,MNG244,1900-01-01,LSH007,LCD002,1,31103001,1331431119,
445,AI010,100125,41590253,376160948A,MNG244,1900-01-01,LSH002,LCD002,1, ,1104311027,
446,AI010,500155,41590520,377130138B,MNG244,1900-01-01,LSH002,LCD002,1,30138002,3220131003,
447,AI010,100781,41590570,376160577C,MNG244,1900-01-01,LSH000,LCD002,1, ,9002721004,
448,AI010,500449,41590570,377130172D,MNG244,1900-01-01,LSH007,LCD002,1,30183018,9010631001,
449,AI010,500119,41590410,377130661C,MNG244,1900-01-01,LSH002,LCD002,1,30671002,1331431101,
450,AI010,100603,41590410,376161068A,MNG244,1900-01-01,LSH007,LCD002,1, ,9006411002,
451,AI010,500213,41590520,377130148A,MNG244,1900-01-01,LSH007,LCD002,1,30158001,3220531001,
452,AI010,100488,41590570,376160597B,MNG244,1900-01-01,LSH007,LCD002,1, ,9001721001,
453,AI010,500516,41590520,377130178C,MNG244,1900-01-01,LSH999,LCD002,1,30188026,9013731005,
454,AI010,500812,41590253,376160470B,MNG244,1900-01-01,LSH007,LCD002,1, ,2006431024,
455,AI010,500718,41590530,377130198C,MNG244,2004-01-01,LSH007,LCD002,1,30608003,2600431007,
456,AI010,2.12E+11,41590330,376160186D,MNG244,2014-06-01,LSH999,LCD004,1,"마도도시계획도로(소로2-1,-10,-12호선)개설공사 GIS DB구축용역",21160186003,
457,AI010,810076,41590262,376160282C,MNG244,1900-01-01,LSH002,LCD002,1, ,9000433294,
458,AI010,500817,41590253,376160470B,MNG244,1900-01-01,LSH007,LCD002,1, ,2006431025,
459,AI010,2.12E+11,41590370,376161854C,MNG244,2011-06-01,LSH999,LCD004,1,장안면 독정리 247-2번지 원인자 공사,21161854008,
460,AI010,401498,41590585,377130704A,MNG244,2006-04-01,LSH010,LCD999,1, ,2709119001,
461,AI010,401497,41590585,377130704A,MNG244,2006-04-01,LSH010,LCD999,1, ,2709119001,
462,AI010,401844,41590520,377130272A,MNG244,2006-04-01,LSH007,LCD999,1, ,9020419006,
463,AI010,401295,41590587,377130701D,MNG244,2006-04-01,LSH022,LCD999,1, ,2802419001,
464,AI010,99920150134,41590590,377130395A,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150013,
465,AI010,99920150133,41590590,377130395B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150013,
466,AI010,810036,41590262,376160283B,MNG244,1900-01-01,LSH007,LCD002,1, ,2600133318,
467,AI010,200161,41590400,376161560A,MNG244,1900-01-01,LSH007,LCD002,1, ,1208212036,
468,AI010,820023,41590256,376161734B,MNG244,1900-01-01,LSH016,LCD002,1, ,2800333023,
469,AI010,2.12E+11,41590259,376161432B,MNG244,2013-06-01,LSH007,LCD004,1,"발안도시계획도로 (소2-15,18호선)  GIS DB구축 사업",21161432003,
470,AI010,500562,41590520,377130179D,MNG244,1900-01-01,LSH000,LCD002,1,30189042,2703431005,
471,AI010,500626,41590530,377130188C,MNG244,1900-01-01,LSH999,LCD002,1,30198017,9014931003,
472,AI010,500478,41590520,377130187A,MNG244,1900-01-01,LSH000,LCD002,1,30187012,9014231001,
473,AI010,100032,41590253,376160985B,MNG244,1900-01-01,LSH007,LCD002,1, ,9002911005,
474,AI010,100078,41590253,376160928C,MNG244,1900-01-01,LSH007,LCD002,1, ,9001611003,
